name;symbol;asset_type;launch_year;category;label_code
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
TRON                                  ;TRX       ;Crypto;2020;General;206
Bitcoin                               ;BTC       ;Crypto;2020;General;205
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Cronos                                ;CRO       ;Crypto;2020;General;224
Sui                                   ;SUI       ;Crypto;2020;General;220
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
BNB                                   ;BNB       ;Crypto;2020;General;209
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Chainlink                             ;LINK      ;Crypto;2020;General;216
Cardano                               ;ADA       ;Crypto;2020;General;214
Tether USDt                           ;USDT      ;Crypto;2020;General;208
XRP                                   ;XRP       ;Crypto;2020;General;204
Solana                                ;SOL       ;Crypto;2020;General;212
USDC                                  ;USDC      ;Crypto;2020;General;217
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Cronos                                ;CRO       ;Crypto;2020;General;224
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Cardano                               ;ADA       ;Crypto;2020;General;214
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Avalanche                             ;AVAX      ;Crypto;2020;General;213
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Tether USDt                           ;USDT      ;Crypto;2020;General;208
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Cardano                               ;ADA       ;Crypto;2020;General;214
Chainlink                             ;LINK      ;Crypto;2020;General;216
Solana                                ;SOL       ;Crypto;2020;General;212
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Stellar                               ;XLM       ;Crypto;2020;General;221
Tether USDt                           ;USDT      ;Crypto;2020;General;208
BNB                                   ;BNB       ;Crypto;2020;General;209
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Cardano                               ;ADA       ;Crypto;2020;General;214
Avalanche                             ;AVAX      ;Crypto;2020;General;213
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Solana                                ;SOL       ;Crypto;2020;General;212
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Tether USDt                           ;USDT      ;Crypto;2020;General;208
TRON                                  ;TRX       ;Crypto;2020;General;206
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Stellar                               ;XLM       ;Crypto;2020;General;221
Hedera                                ;HBAR      ;Crypto;2020;General;219
BNB                                   ;BNB       ;Crypto;2020;General;209
Ethereum                              ;ETH       ;Crypto;2020;General;211
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
XRP                                   ;XRP       ;Crypto;2020;General;204
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
Sui                                   ;SUI       ;Crypto;2020;General;220
XRP                                   ;XRP       ;Crypto;2020;General;204
Cronos                                ;CRO       ;Crypto;2020;General;224
Bitcoin                               ;BTC       ;Crypto;2020;General;205
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Hedera                                ;HBAR      ;Crypto;2020;General;219
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Sui                                   ;SUI       ;Crypto;2020;General;220
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
XRP                                   ;XRP       ;Crypto;2020;General;204
Avalanche                             ;AVAX      ;Crypto;2020;General;213
Ethereum                              ;ETH       ;Crypto;2020;General;211
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Solana                                ;SOL       ;Crypto;2020;General;212
TRON                                  ;TRX       ;Crypto;2020;General;206
Stellar                               ;XLM       ;Crypto;2020;General;221
Hedera                                ;HBAR      ;Crypto;2020;General;219
BNB                                   ;BNB       ;Crypto;2020;General;209
Sui                                   ;SUI       ;Crypto;2020;General;220
Ethereum                              ;ETH       ;Crypto;2020;General;211
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
Cardano                               ;ADA       ;Crypto;2020;General;214
Solana                                ;SOL       ;Crypto;2020;General;212
Cronos                                ;CRO       ;Crypto;2020;General;224
Ethereum                              ;ETH       ;Crypto;2020;General;211
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
BNB                                   ;BNB       ;Crypto;2020;General;209
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
USDC                                  ;USDC      ;Crypto;2020;General;217
Cronos                                ;CRO       ;Crypto;2020;General;224
Hyperliquid                           ;HYPE      ;Crypto;2020;General;222
Solana                                ;SOL       ;Crypto;2020;General;212
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
Tether USDt                           ;USDT      ;Crypto;2020;General;208
Ethena USDe                           ;eUSDe     ;Crypto;2020;General;218
Bitcoin Cash                          ;BCH       ;Crypto;2020;General;210
Dogecoin                              ;DOGE      ;Crypto;2020;General;207
XRP                                   ;XRP       ;Crypto;2020;General;204
Stellar                               ;XLM       ;Crypto;2020;General;221
Chainlink                             ;LINK      ;Crypto;2020;General;216
Cronos                                ;CRO       ;Crypto;2020;General;224
Stellar                               ;XLM       ;Crypto;2020;General;221
UNUS SED LEO                          ;LEOu      ;Crypto;2020;General;215
BNB                                   ;BNB       ;Crypto;2020;General;209
